label,text,trainable_data
0,"['improved', 'codes', 'and', 'plan', 'requirements', 'for', 'all', 'new', 'construction', 'to', 'be', 'be', 'net', 'zero', 'by', '2035-40', 'and', 'provide', 'generous', 'rebates', 'for', 'existing', 'buildings', 'and', 'homes', 'to', 'become', 'net', 'zero', 'or', 'near', 'net', 'zero', 'by', '2035-40']",improve code plan requirement new construction net zero provide generous rebate exist building home become net zero near net zero
1,"['im', 'not', 'an', 'expert', ',', 'but', 'high', 'altitude', 'wind', 'power', 'seems', 'like', 'an', 'interesting', 'next', 'generation', 'non-emitting', 'energy', 'technology', 'that', 'could', 'have', 'some', 'interesting', 'applications', 'across', 'canada', '.', 'im', 'sure', 'there', 'are', 'a', 'number', 'of', 'technical', 'hurdles', 'to', 'overcome', ',', 'but', 'looking', 'out', 'over', 'the', 'course', 'of', 'a', 'generation', 'i', 'could', 'see', 'this', 'as', 'a', 'potential', 'energy', 'source', 'we', 'rely', 'on', 'in', 'paricular', 'areas', 'across', 'canada', 'such', 'as', 'rural', 'and', 'remote', 'communities', 'and', 'off-grid', 'industries', '.', 'here', ""'s"", 'an', 'intersting', 'video', 'and', 'lots', 'more', 'examples', 'on', 'youtube', '.', 'https', ':', '//m.youtube.com/watch', '?', 'v=klda4nwana8']",im expert high altitude wind power seem like interesting next generation energy technology could interesting application across canada im sure number technical hurdle overcome look course generation could see potential energy source rely paricular area across canada rural remote community industry intersting video lot example youtube http
0,"['i', 'agree', 'it', ""'s"", 'a', 'cool', 'idea', '.', 'challenges', '-', 'yes', '.', 'other', 'cheaper', ',', 'more', 'readily', 'deployable', ',', 'easier', ',', 'equally', 'non-emitting', 'options', '-', 'also', 'yes', '.', 'definitely', 'does', ""n't"", 'mean', 'we', 'should', ""n't"", 'pass', 'by', 'investigating', 'longer', 'term', 'concepts', ',', 'however', '.', 'maybe', ',', 'for', 'example', ',', 'the', 'control', 'systems', 'designed', 'will', 'have', 'other', 'more', 'short', 'term', 'wins', '-', 'possibly', 'controlling', 'kites', 'to', 'pull', 'cargo', 'ships', '?', 'investigative', 'r', '&', 'd', 'where', 'we', 'have', 'domestic', 'expertise', 'is', 'a', 'strong', 'investment', '.']",agree cool idea challenge yes cheap readily deployable easy equally option also yes definitely mean pass investigate long term concept however maybe example control system design short term win possibly control kite pull cargo ship investigative r domestic expertise strong investment
1,"['establish', 'an', 'extensive', ',', 'flexible', 'incentive', 'system', 'to', 'promote', 'the', 'adoption', 'of', 'new', 'technologies', 'that', 'do', 'more', 'for', 'less', ',', 'for', 'longer', '.', 'electric', '(', 'or', 'non-fossil-fuel', ')', 'transportation', 'solar/', 'wind/', 'hydro/', 'etc', '.', 'electricity', 'generation', 'manufacturing', 'improvements', 'etc', '.', 'this', 'strategy', 'has', 'a', 'high-cost', 'short', 'term', ',', 'but', 'a', 'major', 'infrastructure', 'improvement', 'over', 'long-term', '.', 'this', 'would', 'create', 'jobs', 'and', 'bolster', 'momentum', 'towards', 'achieving', 'climate', 'and', 'energy', 'goals', '.', '#', 'elonmusk']",establish extensive flexible incentive system promote adoption new technology less long electric transportation etc electricity generation manufacturing improvement etc strategy short term major infrastructure improvement would create job bolster momentum towards achieve climate energy goal elonmusk
0,"['so', 'many', 'programs', 'at', 'different', 'levels', 'of', 'government', 'working', 'towards', 'this', 'end', '...', 'but', 'when', 'competing', 'with', 'the', 'overwhelming', 'established', 'status-quo', ',', 'i', 'agree', 'with', 'you', '..', 'seems', 'there', 'needs', 'to', 'be', 'so', 'much', 'more', 'to', 'make', 'the', 'best', 'of', 'the', 'amazing', 'technology', 'options', 'already', 'available', 'for', 'massive', 'scale-up', '.', 'would', ""n't"", 'it', 'be', 'nice', 'if', 'some', 'sufficiently', 'strong', 'economic', 'instrument', 'were', 'able', 'to', 'level', 'the', 'playing', 'field', 'and', 'incentivize', 'the', 'best', 'performing', 'options', 'at', 'the', 'same', 'time', '?', 'will', 'carbon', 'pricing', ',', 'with', 'the', 'current', 'plan', 'to', 'slowly', 'increase', ',', 'do', 'just', 'this', '?', 'seems', 'so', 'hard', 'to', 'say', '.']",many program different level government work towards end compete overwhelming establish agree seem need much make best amazing technology option already available massive would nice sufficiently strong economic instrument able level playing field incentivize best performing option time carbon pricing current plan slowly increase seem hard say
0,"['what', 'the', 'government', 'gives', 'to', 'one', 'person', 'they', 'must', 'first', 'steal', 'from', 'another']",government give one person must first steal another
1,"['many', 'northern', 'communities', 'across', 'canada', 'are', 'struggling', 'with', 'dirty', ',', 'high-cost', 'diesel', 'power', 'systems', '.', 'by', '2050', ',', 'these', 'communities', 'should', 'be', 'transitioned', 'to', 'a', 'mixture', 'of', 'renewable', 'baseload', 'and', 'variable', 'energy', '.', 'to', 'get', 'there', 'we', 'need', 'to', 'scale', 'up', 'prototype', 'testing', 'now', '-', 'to', 'install', 'clean', 'energy', '(', 'with', 'biomass', ',', 'solar', ',', 'wind', ',', 'combined', 'heat', 'and', 'power', ',', 'efficiency', ')', 'as', 'old', 'infrastructure', 'starts', 'to', 'be', 'decommissioned', '.', 'canada', 'can', 'not', 'only', 'improve', 'environmental', 'and', 'social', 'outcomes', 'for', 'canadians', ',', 'but', 'create', 'new', 'industries', 'for', 'cold-energy', 'technologies', 'and', 'market', 'them', 'to', 'russia', ',', 'europe', ',', 'america', ',', 'etc', '.']",many northern community across canada struggle dirty diesel power system community transition mixture renewable baseload variable energy get need scale prototype testing install clean energy biomass solar wind combine heat power efficiency old infrastructure start decommission canada improve environmental social outcome canadian create new industry technology market russia europe america etc
0,"['i', 'would', 'love', 'to', 'see', 'a', 'cost', 'comparison', 'between', 'the', 'status', 'quo', '(', 'diesel', 'fired', 'power', ')', 'vs', 'a', 'mix', 'of', 'renewables', 'plus', 'batteries', '.', 'has', 'anyone', 'come', 'across', 'such', 'studies', '?']",would love see cost comparison status quo diesel fire power vs mix renewables plus battery anyone come across study
0,"['how', 'about', '``', 'enhanced', 'geothermal', ""''"", '?', 'this', 'system', 'uses', 'the', 'same', 'hydraulic', 'fracturing', 'technology', 'as', 'used', 'in', 'the', 'oil', 'and', 'gas', 'industries', ',', 'but', 'rather', 'than', 'looking', 'for', 'oil', 'you', 'are', 'interested', 'in', 'the', 'heat', 'from', 'the', 'rocks', '.', 'at', 'a', 'depth', 'of', '2000', '-', '5000', 'meters', 'the', 'rock', 'is', 'hot', 'enough', 'to', 'generate', 'steam', 'for', 'a', 'renewable', 'energy', 'power', 'plant', '.', 'the', 'best', 'part', 'with', 'geothermal', 'power', 'is', 'that', 'it', 'is', 'consistent', 'and', 'dispatchable', '(', 'i.e', '.', 'baseload', 'power', ')', '.']",enhanced geothermal system use hydraulic fracture technology use oil gas industry rather look oil interested heat rock depth meter rock hot enough generate steam renewable energy power plant best part geothermal power consistent dispatchable baseload power
0,"['cost', 'comparisons', '?', 'well', ',', 'they', 'are', 'currently', 'using', 'diesel', '.', 'that', 'usually', 'means', 'its', 'cheaper', 'or', 'better', 'suited', 'than', 'any', 'of', 'the', 'other', 'methods', '.', 'its', 'likely', 'people', 'do', ""n't"", 'worry', 'that', 'it', 'is', 'dirty', 'when', 'they', 'need', 'power', 'when', 'its', '-45c', '.']",cost comparison well currently use diesel usually mean cheaper good suit method likely people worry dirty need power
1,"['the', 'federal', 'and', 'provincial', 'governments', 'should', 'invest', 'in', 'and', 'encourage', 'private', 'investment', 'in', 'the', 'research', 'and', 'development', 'of', 'large-scale', 'energy', 'storage', 'systems', 'to', 'be', 'used', 'in', 'conjunction', 'with', 'wind', 'and', 'solar', 'energy', 'generation', 'systems', '.', 'this', 'will', 'further', 'reduce', 'our', 'need', 'for', 'nuclear', 'and', 'carbon-emitting', 'energy', 'sources', '.']",federal provincial government invest encourage private investment research development energy storage system use conjunction wind solar energy generation system reduce need nuclear energy source
0,"['absolutely', '-', 'and', 'not', 'just', 'storage', 'for', 'a', 'few', 'hours', '.', 'in', 'remote', 'communities', 'we', 'need', 'storage', 'that', 'will', 'last', 'for', 'months', '.']",absolutely storage hour remote community need storage last month
0,"['indeed', ',', 'energy', 'storage', 'is', 'a', 'valuable', 'asset', 'in', 'any', 'sustainable', 'energy', 'system', '.', 'for', 'many', 'parts', 'of', 'canada', ',', 'a', 'possible', 'alternative', 'to', 'storage', 'could', 'be', 'better', 'integration', 'of', 'provincial', 'electricity', 'networks', '.', 'for', 'example', ':', 'if', 'wind', 'stops', 'blowing', 'in', 'ontario', ',', 'instead', 'of', 'firing', 'up', 'the', 'gas', 'power', 'plants', 'or', 'using', 'expensive', 'storage', ',', 'you', 'could', 'import', 'cheap', 'hydro', 'electricity', 'from', 'quebec', '.', 'a', 'snippet', 'from', 'clean', 'energy', 'canada', '2016', 'tracking', 'the', 'energy', 'revolution', 'report', '(', 'page', '16', ')', ':', '``', 'in', 'canada', ',', 'electricity', 'systems', 'are', 'largely', 'the', 'domain', 'of', 'individual', 'provinces', '.', 'cooperation', 'between', 'the', 'provinces', 'on', 'power', 'production', 'and', 'transmission', 'has', 'proven', 'tricky', 'political', 'terrain', 'to', 'navigate', '.', ""''"", 'the', 'report', 'highlights', 'some', 'of', 'the', 'recent', 'milestones', 'towards', 'greater', 'electricity', 'system', 'integration', '.']",indeed energy storage valuable asset sustainable energy system many part canada possible alternative storage could good integration provincial electricity network example wind stop blow ontario instead fire gas power plant use expensive storage could import cheap hydro electricity quebec snippet clean energy canada track energy revolution report page canada electricity system largely domain individual province cooperation province power production transmission prove tricky political terrain navigate report highlight recent milestone towards great electricity system integration
0,"['in', 'the', 'prairie', 'provinces', 'roughly', 'half', 'of', 'ghg', 'emissions', 'in', 'the', 'buildings', 'sector', '(', 'both', 'residential', 'and', 'commercial/institutional', ')', 'comes', 'from', 'heating', 'alone', '.', 'we', 'have', 'long', ',', 'cold', 'winters', ',', 'and', 'we', 'rely', 'on', 'natural', 'gas', 'for', 'heating', '.', 'however', ',', 'we', 'also', 'have', 'an', 'incredible', 'solar', 'resource', 'in', 'the', 'summer', '.', 'seasonal', 'energy', 'storage', 'using', 'solar', 'thermal', 'in', 'a', 'community-scale', 'system', 'has', 'been', 'demonstrated', 'in', 'okotoks', ',', 'alberta', ',', 'in', 'a', 'subdivision', 'called', 'drake', 'landing', '(', 'https', ':', '//www.dlsc.ca/', ')', '.', 'last', 'year', 'the', 'community', 'met', '100', '%', 'of', 'their', 'heating', 'needs', 'using', 'solar', 'heat', 'stored', 'in', 'the', 'ground', 'in', 'a', 'borehole', 'field', '.', 'i', 'think', 'this', 'type', 'of', 'smart', 'energy', 'community', 'could', 'go', 'a', 'long', 'way', 'to', 'reducing', 'canada', ""'s"", 'ghg', 'emissions', '.', 'i', 'wonder', 'if', 'we', 'could', 'also', 'view', 'the', 'winter', 'cold', 'as', 'a', 'resource', 'to', 'store', 'for', 'use', 'in', 'the', 'hot', 'summer', '?']",prairie provinces roughly half ghg emission building sector residential come heat alone long cold winter rely natural gas heating however also incredible solar resource summer seasonal energy storage use solar thermal system demonstrate okotoks alberta subdivision call drake landing http last year community meet heating need use solar heat store ground borehole field think type smart energy community could go long way reduce canada ghg emission wonder could also view winter cold resource store use hot summer
0,"['``', 'i', 'wonder', 'if', 'we', 'could', 'also', 'view', 'the', 'winter', 'cold', 'as', 'a', 'resource', 'to', 'store', 'for', 'use', 'in', 'the', 'hot', 'summer', '?', ""''"", '--', 'from', 'the', 'comment', 'above', 'i', 'read', 'from', 'a', 'few', 'sources', '(', 'you', 'can', 'google', 'it', 'for', 'yourself', 'too', ')', 'that', 'people', 'actually', 'used', 'to', 'do', 'just', 'that', ':', 'they', 'would', 'cut', 'blocks', 'of', 'ice', 'from', 'waterways', ',', 'cover', 'them', 'in', 'hay', 'or', 'sawdust', ',', 'and', 'store', 'the', 'blocks', 'in', 'big', 'buildings', 'for', 'use', 'in', 'the', 'summer', '.', 'i', 'do', ""n't"", 'know', 'if', 'that', ""'s"", 'the', 'best', 'modern-day', 'solution', ',', 'but', 'it', ""'s"", 'an', 'interesting', 'starting', 'point', '.']",wonder could also view winter cold resource store use hot summer comment read source google people actually use would cut block ice waterway cover hay sawdust store block big building use summer know best solution interesting starting point
0,"['we', 'have', 'a', 'great', 'deal', 'of', 'storage', 'capacity', 'in', 'the', 'form', 'of', 'hydro', 'dams', '.', 'but', 'further', 'grid', 'stiffening', 'in', 'the', 'form', 'of', 'large-scale', 'batteries', 'does', 'make', 'sense', '.']",great deal storage capacity form hydro dam grid stiffen form battery make sense
1,"['ns', 'has', 'an', 'efficiency', 'cooperation', 'operating', 'under', 'the', 'utility', 'review', 'broad', 'to', 'support', 'reduction', 'in', 'energy', 'use', '.', 'it', 'recognizes', 'that', 'reduced', 'consumption', 'is', 'the', 'least', 'expensive', 'way', 'to', 'achieve', 'ghg', 'reductions', 'and', 'other', 'benefits', '.']",n efficiency cooperation operate utility review broad support reduction energy use recognize reduced consumption least expensive way achieve ghg reduction benefit
0,"['reduced', 'consumption', 'is', 'easier', 'in', 'some', 'areas', 'of', 'the', 'country', 'than', 'it', 'is', 'in', 'others', '.', 'are', 'you', 'suggesting', 'that', 'we', 'all', 'move', 'to', 'vancouver', 'and', 'vancouver', 'island', 'so', 'that', 'we', 'can', 'turn', 'off', 'our', 'natural', 'gas', 'and', 'furnace', 'fans', '9', 'months', 'of', 'the', 'year', '?']",reduce consumption easier area country others suggest move vancouver vancouver island turn natural gas furnace fan month year
0,"['every', 'degree', 'we', 'turn', 'down', 'the', 'temperature', 'while', 'we', 'heat', 'our', 'homes', 'and', 'turn', 'up', 'the', 'temperature', 'on', 'the', 'air', 'conditioner', ',', 'people', 'can', 'help', 'reduce', 'consumption', '.', 'further', ',', 'by', 'insulation', 'and', 'strategic', 'planning', ',', 'the', 'need', 'for', 'heat', 'could', 'be', 'reduced', '.']",every degree turn temperature heat home turn temperature air conditioner people help reduce consumption insulation strategic planning need heat could reduce
0,"['we', 'often', 'talk', 'about', 'daily', 'recurring', 'consumption', 'reduction', 'efforts', ':', 'reducing', 'the', 'thermostat', 'by', 'one', 'or', 'two', 'degrees', ',', 'turning', 'off', 'the', 'lights', 'as', 'you', 'exit', 'a', 'room', ',', 'or', 'shutting', 'down', 'the', 'computer', 'when', 'leaving', 'the', 'office', '.', 'all', 'of', 'these', 'small', 'actions', 'add', 'up', 'and', 'should', 'certainly', 'be', 'encouraged', '.', 'but', 'there', 'are', 'also', 'notable', 'rare', 'moments', 'in', 'everyone', ""'s"", 'life', 'that', 'have', 'a', 'disproportionate', 'impact', 'on', 'their', 'energy', 'consumption', '.', 'for', 'example', ':', 'when', 'you', 'buy', 'a', 'property', '.', 'if', 'you', 'decide', 'to', 'buy', 'a', '2,500', 'square', 'foot', 'house', 'outside', 'of', 'town', 'instead', 'of', 'a', '1,000', 'square', 'foot', 'apartment', 'accessible', 'by', 'public', 'transportation', ',', 'your', 'energy', 'consumption', 'will', 'be', 'drastically', 'higher', 'for', 'years', 'to', 'follow', '.', 'another', 'example', 'is', 'when', 'you', 'buy', 'a', 'car', ':', 'all', 'of', 'those', 'suvs', 'people', 'are', 'buying', 'instead', 'of', 'more', 'compact', 'vehicles', '...', 'reducing', 'energy', 'consumption', 'by', 'turning', 'down', 'the', 'thermostat', 'a', 'degree', 'or', 'two', 'in', 'a', 'home', 'that', 'is', 'mostly', 'unoccupied', '...', 'let', ""'s"", 'not', 'miss', 'the', 'forest', 'from', 'the', 'trees', '.', 'thoughts', '?']",often talk daily recur consumption reduction effort reduce thermostat one two degree turn light exit room shut computer leave office small action add certainly encourage also notable rare moment everyone life disproportionate impact energy consumption example buy property decide buy square foot house outside town instead square foot apartment accessible public transportation energy consumption drastically high year follow another example buy car suvs people buy instead compact vehicle reduce energy consumption turn thermostat degree two home mostly unoccupied let miss forest tree thought
0,"['reducing', 'consumption', 'does', 'not', 'follow', 'the', 'average', 'canadian', ""'s"", 'habits', '.', 'also', ',', 'it', 'does', 'not', 'maintain', 'the', 'canadian', 'tax', 'base', '(', 'property', 'tax', ')', ',', 'nor', 'our', 'consumption', 'and', 'gdp', 'levels', 'that', 'we', 'currently', 'see', '.', 'policies', 'that', 'encourage', 'this', 'are', 'hard', 'to', 'implement', 'as', 'they', 'may', 'require', 'governments', 'to', 'downsize', '.']",reduce consumption follow average canadian habit also maintain canadian tax base property tax consumption gdp level currently see policy encourage hard implement may require government downsize
1,"['why', 'is', 'wave', 'energy', 'overlooked', '?', 'it', 'is', 'likely', 'the', 'most', 'consistent', 'available', 'resource', 'on', 'the', 'planet', '.', 'every', 'new', 'breakwater', 'project', 'should', 'be', 'built', 'with', 'my', 'wavekiss', 'system', 'integrated', 'into', 'it', ""'s"", 'construction', '.', 'not', 'only', 'will', 'my', 'system', 'generate', 'electricity', 'on', 'land', ',', 'it', 'has', 'the', 'potential', 'to', 'supplement', 'the', 'propulsion', 'and', 'electricity', 'generation', 'for', 'marine', 'vessels', '.', 'i', 'estimate', 'that', 'an', 'anchored', 'freighter', 'will', 'potentially', 'produce', 'about', '30kw', 'of', 'continuous', 'power', 'in', 'only', '4', 'inch', 'waves', '.', 'imagine', 'the', 'savings', 'at', 'sea', '!', 'i', 'need', 'partners', 'to', 'move', 'forward', 'with', 'my', '``', 'patent', 'pending', ""''"", 'system', 'to', 'a', '``', 'proof', 'of', 'concept', ""''"", 'level', '.', 'the', 'canadian', 'governments', 'are', 'no', 'help', 'at', 'all', 'to', 'a', '``', 'grass', 'roots', ""''"", 'inventor', 'like', 'myself', '.', 'read', 'the', 'attachment', 'and', 'comment', 'or', 'contact', 'me', '.']",wave energy overlook likely consistent available resource planet every new breakwater project build wavekiss system integrate construction system generate electricity land potential supplement propulsion electricity generation marine vessel estimate anchored freighter potentially produce continuous power inch wave imagine saving sea need partner move forward patent pending system proof concept level canadian government help grass root inventor like read attachment comment contact
1,"['the', 'transition', 'to', 'renewable', 'energy', 'alternatives', 'requires', 'significant', 'innovation', 'and', 'research', '.', 'academics', 'need', 'funding', 'to', 'carry', 'out', 'this', 'research', '.', 'thus', ',', 'the', 'government', 'should', ':', '-create', 'incentives', 'for', 'researchers', 'to', 'work', 'on', 'clean', 'energy', 'projects', '-provide', 'more', 'funding', 'to', 'clean', 'energy', 'research', 'programs', 'at', 'universities', '-support', 'partnerships', 'between', 'academics', 'and', 'industries', 'such', 'that', 'applicable', 'research', 'is', 'conducted']",transition renewable energy alternative require significant innovation research academic need fund carry research thus government incentive researcher work clean energy project funding clean energy research program university partnership academic industry applicable research conduct
0,"['thanks', 'for', 'your', 'comment', '!', 'natural', 'resources', 'canada', 'is', 'currently', 'funding', 'a', 'lot', 'of', 'renewable', 'energy', 'demonstration', 'projects', 'to', 'gather', 'information', 'about', 'how', 'best', 'to', 'use', 'renewable', 'energy', 'in', 'the', 'future', '.', 'you', 'can', 'find', 'more', 'information', 'here', '.']",thanks comment natural resource canada currently fund lot renewable energy demonstration project gather information best use renewable energy future find information
1,"['a', 'leading', 'canadian', 'company', 'in', 'bc', '(', 'international', 'wastewater', ')', 'has', 'developed', 'an', 'innovative', 'technology', 'to', 'capture', 'heat', 'from', 'the', 'water', 'going', 'down', 'the', 'drain', 'from', 'sinks', ',', 'showers', 'and', 'toilets', 'and', 'transfers', 'it', 'to', 'the', 'clean', 'water', 'coming', 'into', 'the', 'building', '.', 'there', 'is', 'a', 'rediculous', 'amount', 'of', 'heat', 'that', 'is', 'going', 'down', 'the', 'drain', 'that', 'is', 'being', 'lost', '.', 'g', '&', 'm', 'article', 'i', 'read', 'quotes', 'a', '2005', 'u.s.', 'dept', 'of', 'energy', 'study', 'that', 'estimated', '350', 'billion', 'kw-hours', 'of', 'heat', 'energy', 'is', 'flushed', 'down', 'the', 'drains', 'in', 'the', 'us', 'each', 'year', '.', 'the', 'technology', 'is', 'already', 'being', 'deployed', 'around', 'the', 'world', 'and', 'in', 'a', 'number', 'of', 'spots', 'in', 'bc', '.', 'also', 'saving', 'users', 'a', 'lot', 'of', 'money', 'in', 'reduced', 'energy', 'costs', '.', '2-3', 'year', 'payback', 'period', 'and', 'works', 'well', 'in', 'condos', ',', 'buildings', 'and', 'dense', 'cities', 'where', 'solar/wind', 'are', 'challenging', '.', 'need', 'to', 'be', 'looking', 'at', 'what', 'we', 'can', 'do', 'to', 'support', 'canadian', 'tech', 'like', 'this', '.', 'see', 'video', ':', 'https', ':', '//m.youtube.com/watch', '?', 'v=datn4kjzxeo']",lead canadian company bc international wastewater develop innovative technology capture heat water go drain sink shower toilet transfer clean water come building rediculous amount heat go drain lose g article read quote dept energy study estimate billion heat energy flush drain u year technology already deploy around world number spot bc also save user lot money reduced energy cost year payback period work well condo building dense city challenge need look support canadian tech like see video http
0,"['great', 'idea', '!', 'an', 'ongoing', 'residential/commercial', 'development', 'project', 'in', 'ottawa', 'comes', 'to', 'mind', ':', 'zibi', '.', 'they', 'are', 'aiming', 'for', 'a', 'zero', 'carbon', 'footprint', '.', 'one', 'of', 'the', 'ways', 'that', 'they', 'hope', 'to', 'achieve', 'this', 'is', 'by', 'using', 'an', 'innovative', 'water', 'piping', 'system', 'that', 'will', 'transfer', 'the', 'heat', 'of', 'outgoing', 'waste', 'water', 'to', 'the', 'incoming', 'water', '(', 'essentially', 'pre-heating', 'the', 'incoming', 'water', ')', '.', 'zibi', 'will', 'also', 'be', 'using', 'the', 'waste', 'heat', 'from', 'a', 'nearby', 'paper', 'mill', '.', 'very', 'cool', 'stuff', '.', 'are', 'cities', 'investigating', 'and', 'possible', 'mapping', 'industrial', 'sources', 'of', 'waste', 'heat', '?', 'could', 'be', 'a', 'worthwhile', 'project', '...']",great idea ongoing development project ottawa come mind zibi aim zero carbon footprint one way hope achieve use innovative water pip system transfer heat outgo waste water incoming water essentially incoming water zibi also use waste heat nearby paper mill cool stuff city investigate possible mapping industrial source waste heat could worthwhile project
0,"['thanks', 'for', 'your', 'idea', '!', 'the', 'technology', 'sounds', 'very', 'promising', 'and', 'we', 'look', 'forward', 'to', 'doing', 'more', 'research', 'into', 'its', 'uses', '.', 'natural', 'resources', 'canada', 'has', 'also', 'created', 'publications', 'that', 'let', 'canadians', 'know', 'how', 'to', 'recover', 'wasted', 'heat', '.', 'we', 'welcome', 'any', 'additional', 'comments', 'you', 'may', 'have', 'on', 'this', 'topic', '.']",thanks idea technology sound promising look forward research us natural resource canada also create publication let canadian know recover wasted heat welcome additional comment may topic
0,"['video', '.']",video
1,"['aostra', ',', 'an', 'alberta/federal', 'creation', 'of', 'peter', 'lougheed', ',', 'advanced', 'the', 'technology', 'of/for', 'the', 'oilsands', '.', 'an', 'analagous', ',', 'new', 'energy', 'technology', 'development', 'funding', 'mechanism', 'is', 'warranted', 'to', 'advance', 'undeveloped', 'nwt', 'hydro', 'potential', ',', 'a', 'national', 'east/west', ',', 'nwt/east', 'hvdc', 'power', 'grid', 'and', 'new', 'value-added', 'upgrading', 'of', 'canada', ""'s"", 'energy', 'potential', '.']",aostra creation peter lougheed advance technology oilsands analagous new energy technology development funding mechanism warrant advance undeveloped nwt hydro potential national hvdc power grid new upgrading canada energy potential
1,"['there', 'is', 'little', 'chance', 'for', 'canada', 'to', 'compete', 'against', 'the', 'likes', 'of', 'china/india/us/europe', 'to', 'manufacture', 'solar', 'and', 'wind', ',', 'but', 'there', 'are', 'still', 'some', 'huge', 'clean', 'tech', 'opportunities', 'that', 'we', 'can', 'capture', '.', 'building', 'up', 'niche', 'domestic', 'industries', 'around', 'energy', 'storage', '(', 'supported', 'by', 'domestic', 'mineral', 'extraction', ')', ',', 'cold-weather', 'technology', ',', 'carbon', 'sequestration', ',', 'marine', 'renewables', ',', 'biomass', ',', 'petrochemicals', ',', 'etc', '.', 'we', 'need', 'to', 'find', 'tech', 'that', 'integrates', 'into', 'existing', 'supply-chains', '-', 'that', 'takes', 'advantage', 'and', 'builds', 'off', 'of', 'our', 'industry', 'that', 'already', 'exists', '.', 'new', 'revenue', ',', 'new', 'jobs', ',', 'and', 'better', 'environmental', 'outcomes', '!']",little chance canada compete like manufacture solar wind still huge clean tech opportunity capture build niche domestic industry around energy storage support domestic mineral extraction technology carbon sequestration marine renewables biomass petrochemical etc need find tech integrate exist take advantage build industry already exist new revenue new job good environmental outcome
1,"['we', 'are', 'on', 'the', 'verge', 'of', 'an', 'energy', 'revolution', '.', 'we', 'are', 'seeing', 'the', 'shift', 'from', 'a', 'fossil', 'intensive', 'electricity', 'grid', 'to', 'cleaner', 'more', 'renewable', 'one', '.', 'the', 'challenges', 'of', 'this', 'dynamic', 'shift', 'brings', 'about', 'a', 'new', 'mindset', 'and', 'a', 'new', 'way', 'of', 'thinking', '.', 'this', 'way', 'of', 'thinking', 'brought', 'ides', 'such', 'as', 'energy', 'efficiency', ',', 'where', 'we', 'reduce', 'consumption', 'or', 'reduce', 'waste', '.', 'we', 'also', 'start', 'thinking', 'of', 'application', 'based', ',', 'pv', 'for', 'electricity', ',', 'solar', 'thermal', 'for', 'heat', '.', 'we', 'need', 'to', 'understand', 'the', 'fundamentals', 'of', 'energy', 'conversion', ',', 'energy', 'efficiency', ',', 'and', 'off-course', 'cost', 'effectiveness', 'of', 'the', 'technologies', '.', 'we', 'must', 'think', 'of', 'each', 'technology', 'and', 'how', 'to', 'effectively', 'utilize', 'that', 'technology', 'optimally', 'and', 'identify', 'areas', 'for', 'development', '.', 'for', 'example', ',', 'churches', 'have', 'ideal', 'roof', 'surface', 'areas', 'and', 'angles', 'for', 'solar', 'installation', '.', 'furthermore', ',', 'the', 'energy', 'consumption', 'profile', 'of', 'the', 'inside', 'of', 'the', 'church', 'building', 'exhibits', 'moderate', 'energy', 'usage', 'and', 'a', 'surge', 'on', 'sundays', 'and', 'sometimes', 'wednesdays', '(', 'assumptions', ')', '.', 'battery', 'storage', 'provide', 'high', 'power', 'density', 'in', 'a', 'short', 'amount', 'of', 'time', 'making', 'it', 'the', 'ideal', 'technology', 'for', 'electricity', 'storage', '.', 'this', 'way', 'of', 'thinking', 'came', 'about', 'at', 'a', 'crucial', 'time', 'and', 'providing', 'funding', 'and', 'support', 'for', 'research', 'and', 'academia', 'is', 'crucial', '.']",verge energy revolution see shift fossil intensive electricity grid cleaner renewable one challenge dynamic shift bring new mindset new way thinking way think brought ides energy efficiency reduce consumption reduce waste also start think application base pv electricity solar thermal heat need understand fundamental energy conversion energy efficiency cost effectiveness technology must think technology effectively utilize technology optimally identify area development example church ideal roof surface area angle solar installation furthermore energy consumption profile inside church build exhibit moderate energy usage surge sunday sometimes wednesday assumption battery storage provide high power density short amount time make ideal technology electricity storage way thinking come crucial time provide funding support research academia crucial
1,"['invest', 'in', 'hydrogen', 'production', '.', 'use', 'surplus', 'electricity', 'to', 'charge', 'batteries', 'and', 'create', 'hydrogen', '.', 'install', 'electric', 'vehicle', 'charging', 'stations', 'everywhere', '.']",invest hydrogen production use surplus electricity charge battery create hydrogen install electric vehicle charge station everywhere
1,"['why', 'give', 'away', 'our', 'natural', 'resources', 'that', 'we', 'need', 'within', 'our', 'country', 'just', 'to', 'go', 'buy', 'the', 'same', 'from', 'other', 'countries', '?', 'we', 'need', 'a', 'national', 'pipeline', 'for', 'oil', ',', 'natural', 'gas', 'and', 'electricity', '!', 'stop', 'giving', 'our', 'western', 'oil', 'away', 'while', 'importing', 'foreign', 'oil', 'into', 'the', 'east', '!', 'stop', 'giving', 'our', 'eastern', 'electricity', 'away', 'while', 'we', 'import', 'it', 'in', 'the', 'west', '.', 'stop', 'giving', 'our', 'water', 'away', 'when', 'we', 'have', 'droughts', 'in', 'the', 'west', '!', 'use', '100', '%', 'of', 'what', 'we', 'have', 'before', 'selling', 'or', 'giving', 'it', 'away', 'to', 'other', 'countries', '!']",give away natural resource need within country go buy country need national pipeline oil natural gas electricity stop give western oil away import foreign oil east stop give eastern electricity away import west stop give water away drought west use sell give away country
